iter	Passed	Remaining
460	1003	1172
461	1004	1169
462	1006	1166
463	1007	1163
464	1009	1160
465	1011	1158
466	1012	1155
467	1014	1153
468	1016	1151
469	1018	1148
470	1020	1146
471	1022	1144
472	1025	1143
473	1028	1141
474	1030	1138
475	1032	1136
476	1033	1133
477	1035	1130
478	1037	1128
479	1039	1125
480	1041	1123
481	1042	1120
482	1044	1117
483	1045	1115
484	1047	1112
485	1049	1110
486	1051	1107
487	1053	1105
488	1056	1103
489	1058	1101
490	1059	1098
491	1061	1095
492	1062	1092
493	1064	1090
494	1065	1087
495	1067	1084
496	1068	1081
497	1071	1080
498	1074	1078
499	1076	1076
500	1078	1074
501	1080	1072
502	1082	1070
503	1086	1069
504	1089	1067
505	1091	1065
506	1092	1062
507	1094	1059
508	1095	1057
509	1097	1054
510	1099	1052
511	1102	1050
512	1104	1048
513	1106	1046
514	1108	1043
515	1109	1041
516	1111	1038
517	1112	1035
518	1113	1032
519	1115	1030
520	1117	1027
521	1119	1024
522	1120	1021
523	1121	1018
524	1122	1015
525	1123	1012
526	1125	1009
527	1126	1006
528	1127	1004
529	1128	1001
530	1130	998
531	1132	996
532	1133	993
533	1135	990
534	1136	987
535	1138	985
536	1140	982
537	1141	980
538	1142	977
539	1143	974
540	1145	972
541	1147	969
542	1148	966
543	1149	963
544	1151	961
545	1152	958
546	1153	955
547	1154	952
548	1156	949
549	1157	946
550	1158	944
551	1160	941
552	1163	940
553	1164	937
554	1166	935
555	1168	932
556	1169	930
557	1170	927
558	1171	924
559	1173	921
560	1174	919
561	1176	916
562	1177	914
563	1179	911
564	1180	908
565	1181	906
566	1183	903
567	1185	901
568	1186	898
569	1188	896
570	1189	893
571	1190	890
572	1191	888
573	1193	885
574	1194	882
575	1195	880
576	1196	877
577	1198	874
578	1200	872
579	1202	870
580	1203	867
581	1204	865
582	1206	862
583	1207	860
584	1208	857
585	1209	854
586	1210	852
587	1212	849
588	1214	847
589	1215	844
590	1217	842
591	1218	839
592	1220	837
593	1222	835
594	1223	832
595	1224	830
596	1226	827
597	1227	825
598	1229	822
599	1230	820
600	1232	818
601	1233	815
602	1234	812
603	1235	810
604	1237	807
605	1238	805
606	1239	802
607	1240	799
608	1242	797
609	1243	795
610	1245	792
611	1247	790
612	1248	788
613	1249	785
614	1250	782
615	1251	780
616	1253	777
617	1254	775
618	1255	773
619	1257	770
620	1259	768
621	1261	766
622	1262	764
623	1263	761
624	1265	759
625	1266	756
626	1267	754
627	1268	751
628	1270	749
629	1271	746
630	1272	744
631	1274	742
632	1276	739
633	1277	737
634	1278	734
635	1279	732
636	1281	730
637	1282	727
638	1283	725
639	1285	723
640	1287	721
641	1290	719
642	1292	717
643	1293	715
644	1295	713
645	1296	710
646	1298	708
647	1299	705
648	1300	703
649	1302	701
650	1304	699
651	1305	696
652	1307	694
653	1308	692
654	1310	690
655	1311	687
656	1313	685
657	1314	683
658	1316	681
659	1317	678
660	1319	676
661	1320	674
662	1322	672
663	1323	669
664	1324	667
665	1325	664
666	1327	662
667	1328	660
668	1329	657
669	1330	655
670	1332	653
671	1333	651
672	1335	649
673	1337	646
674	1338	644
675	1339	642
676	1341	639
677	1342	637
678	1343	635
679	1344	632
680	1346	630
681	1347	628
682	1349	626
683	1350	624
684	1352	621
685	1353	619
686	1354	617
687	1356	614
688	1357	612
689	1358	610
690	1359	608
691	1360	605
692	1362	603
693	1364	601
694	1365	599
695	1366	597
696	1368	594
697	1369	592
698	1370	590
699	1372	588
700	1373	585
701	1374	583
702	1375	581
703	1376	578
704	1378	576
705	1380	574
706	1381	572
707	1383	570
708	1384	568
709	1386	566
710	1387	563
711	1388	561
712	1389	559
713	1391	557
714	1392	555
715	1394	553
716	1396	551
717	1397	548
718	1399	546
719	1401	545
720	1403	542
721	1404	540
722	1405	538
723	1407	536
724	1409	534
725	1411	532
726	1412	530
727	1413	528
728	1415	526
729	1416	523
730	1417	521
731	1418	519
732	1420	517
733	1421	515
734	1423	513
735	1425	511
736	1427	509
737	1429	507
738	1430	505
739	1432	503
740	1433	501
741	1435	498
742	1436	496
743	1438	494
744	1439	492
745	1441	490
746	1442	488
747	1444	486
748	1445	484
749	1446	482
750	1447	480
751	1448	477
752	1450	475
753	1451	473
754	1453	471
755	1454	469
756	1456	467
757	1457	465
758	1458	463
759	1459	461
760	1461	458
761	1462	456
762	1463	454
763	1464	452
764	1466	450
765	1467	448
766	1469	446
767	1471	444
768	1472	442
769	1473	440
770	1474	438
771	1476	435
772	1477	433
773	1478	431
774	1479	429
775	1481	427
776	1482	425
777	1484	423
778	1486	421
779	1487	419
780	1488	417
781	1489	415
782	1491	413
783	1492	411
784	1493	409
785	1494	407
786	1496	404
787	1498	403
788	1499	401
789	1501	399
790	1502	396
791	1503	394
792	1505	393
793	1507	391
794	1508	389
795	1510	386
796	1511	384
797	1514	383
798	1517	381
799	1518	379
800	1520	377
801	1521	375
802	1522	373
803	1524	371
804	1525	369
805	1526	367
806	1528	365
807	1530	363
808	1531	361
809	1532	359
810	1534	357
811	1535	355
812	1536	353
813	1537	351
814	1539	349
815	1540	347
816	1542	345
817	1544	343
818	1545	341
819	1546	339
820	1548	337
821	1549	335
822	1551	333
823	1552	331
824	1554	329
825	1555	327
826	1556	325
827	1558	323
828	1560	321
829	1561	319
830	1563	317
831	1564	315
832	1565	313
833	1566	311
834	1568	309
835	1569	307
836	1570	305
837	1572	303
838	1574	302
839	1575	300
840	1576	298
841	1577	296
842	1579	294
843	1580	292
844	1581	290
845	1583	288
846	1584	286
847	1585	284
848	1587	282
849	1589	280
850	1590	278
851	1592	276
852	1593	274
853	1595	272
854	1596	270
855	1598	268
856	1599	266
857	1600	264
858	1603	263
859	1604	261
860	1606	259
861	1607	257
862	1608	255
863	1610	253
864	1611	251
865	1612	249
866	1613	247
867	1614	245
868	1616	243
869	1618	241
870	1619	239
871	1620	237
872	1622	235
873	1623	234
874	1624	232
875	1625	230
876	1627	228
877	1628	226
878	1629	224
879	1630	222
880	1632	220
881	1634	218
882	1635	216
883	1636	214
884	1638	212
885	1639	210
886	1640	209
887	1642	207
888	1643	205
889	1645	203
890	1646	201
891	1648	199
892	1650	197
893	1651	195
894	1652	193
895	1654	192
896	1655	190
897	1656	188
898	1657	186
899	1659	184
900	1660	182
901	1662	180
902	1663	178
903	1665	176
904	1666	174
905	1667	173
906	1668	171
907	1670	169
908	1671	167
909	1672	165
910	1674	163
911	1675	161
912	1676	159
913	1678	157
914	1680	156
915	1681	154
916	1682	152
917	1683	150
918	1684	148
919	1686	146
920	1687	144
921	1688	142
922	1689	140
923	1691	139
924	1693	137
925	1694	135
926	1696	133
927	1697	131
928	1699	129
929	1700	128
930	1702	126
931	1703	124
932	1704	122
933	1706	120
934	1708	118
935	1709	116
936	1711	115
937	1712	113
938	1713	111
939	1714	109
940	1716	107
941	1717	105
942	1718	103
943	1719	102
944	1721	100
945	1723	98
946	1724	96
947	1725	94
948	1727	92
949	1728	90
950	1729	89
951	1730	87
952	1732	85
953	1733	83
954	1734	81
955	1736	79
956	1737	78
957	1739	76
958	1741	74
959	1742	72
960	1743	70
961	1744	68
962	1746	67
963	1747	65
964	1748	63
965	1749	61
966	1751	59
967	1753	57
968	1754	56
969	1755	54
970	1757	52
971	1758	50
972	1759	48
973	1760	47
974	1762	45
975	1763	43
976	1764	41
977	1766	39
978	1768	37
979	1770	36
980	1771	34
981	1772	32
982	1773	30
983	1775	28
984	1776	27
985	1777	25
986	1778	23
987	1780	21
988	1781	19
989	1783	18
990	1784	16
991	1786	14
992	1787	12
993	1789	10
994	1791	9
995	1792	7
996	1793	5
997	1795	3
998	1797	1
999	1798	0
